1,1
2,1.54087
3,2.46892
4,2.7758
5,3.8977
6,2.95789
7,4.10891
8,4.50664
9,3.84479
10,3.73573
11,3.63498
12,3.39491



1,-nan
2,0.648986
3,0.405036
4,0.360256
5,0.256561
6,0.338079
7,0.243374
8,0.221895
9,0.260092
10,0.267685
11,0.275105
12,0.294559
