1,1
2,1.9114
3,2.70185
4,3.40372
5,3.809
6,3.96976
7,4.06071
8,4.09763
9,4.09409
10,4.09365
11,4.08069
12,4.08466



1,-nan
2,0.523178
3,0.370116
4,0.293796
5,0.262536
6,0.251904
7,0.246262
8,0.244044
9,0.244254
10,0.244281
11,0.245056
12,0.244818
