1,1
2,1.10362
3,1.42255
4,2.05916
5,2.5945
6,3.02864
7,3.54294
8,3.89046
9,3.7931
10,4.71274
11,4.81059
12,5.16451



1,-nan
2,0.906107
3,0.702961
4,0.485634
5,0.385431
6,0.330181
7,0.282251
8,0.257039
9,0.263636
10,0.212191
11,0.207875
12,0.193629
