1,1
2,1.77138
3,2.43796
4,2.98724
5,3.5598
6,3.97683
7,4.44586
8,4.73876
9,5.14196
10,5.51748
11,5.9759
12,6.35209



1,-nan
2,0.564533
3,0.410179
4,0.334757
5,0.280915
6,0.251457
7,0.224929
8,0.211026
9,0.194478
10,0.181242
11,0.167339
12,0.157428
