1,1
2,2.14034
3,2.98075
4,4.09981
5,4.73233
6,6.00487
7,6.56445
8,7.79721
9,8.04399
10,9.50538
11,9.71658
12,10.766



1,-nan
2,0.467216
3,0.335486
4,0.243914
5,0.211312
6,0.166532
7,0.152336
8,0.128251
9,0.124316
10,0.105204
11,0.102917
12,0.0928846
