1,1
2,1.39928
3,2.17369
4,2.65004
5,2.78691
6,3.12408
7,3.82339
8,3.71338
9,3.57265
10,3.72501
11,3.52737
12,3.7333



1,-nan
2,0.714653
3,0.460048
4,0.377353
5,0.358821
6,0.320094
7,0.261548
8,0.269296
9,0.279905
10,0.268455
11,0.283498
12,0.26786
